TEXT,LABEL
Illegal construction pe proper monitoring honi chahiye.,non-sarcastic
Aravali groundwater recharge me bhi help karti hai.,non-sarcastic
Development aur environment ke beech balance maintain karna chahiye.,non-sarcastic
Forest cover kam hona long term me harmful hoga.,non-sarcastic
Authorities ko transparent reports publish karni chahiye.,non-sarcastic
Citizens ko bhi awareness spread karni chahiye.,non-sarcastic
Climate change already serious issue hai.,non-sarcastic
Hills ko destroy karna future generations ke saath unfair hai.,non-sarcastic
Environmental laws ko strictly implement karna chaiye.,non-sarcastic
Sustaintable development approach adopt karni hogi.,non-sarcastic
Plantation drives ko seriously lena chahiye.,non-sarcastic
Aravali region ecological hotspot hai.,non-sarcastic
Construction approvals carefully evaluate hone chahiye.,non-sarcastic
Pollution control ke liye natural barriers zaroori hote hain.,non-sarcastic
Long term planning environment friendly honi chahiye.,non-sarcastic
Mining se pehle impact assessment karna important hai,non-sarcastic
Green cover maintain karna NCR ke liye essential hai.,non-sarcastic
Public participation conservation me helpful ho sakta hai.,non-sarcastic
Awareness campaigns aur strong hone chahiye.,non-sarcastic
Biodiversity protect karna national priority hona chahiye.,non-sarcastic
Court orders ka proper compliance hona chahiye.,non-sarcastic
Aravali erosion control me bhi help karti hai.,non-sarcastic
Environmental violations pe strict penalties lagni chahiye.,non-sarcastic
Heatwaves reduce karne me forests help karte hain.,non-sarcastic
Urban planning me ecological factors consider hone chahiye.,non-sarcastic
NGOs aur authorities ko milkar kaam karna chahiye.,non-sarcastic
Illegal mining completely stop honi chahiye.,non-sarcastic
Sustainable infrastructure develop karna better option hai.,non-sarcastic
Air quality improve karne ke liye hills protect karni zaroori hai.,non-sarcastic
Government policies environment friendly honi chahiye.,non-sarcastic
Conservation projects ko funding milni chahiye.,non-sarcastic
Public hearings properly conduct hone chahiye.,non-sarcastic
Environmental education schools me strong honi chahiye.,non-sarcastic
Aravali bachana long term climate strategy ka part kyu nahi hai?,non-sarcastic
Data based decision making adaopt karna zarori ho gaya hai aab.,non-sarcastic
Urban expansion controlled hona chahiye.,non-sarcastic
Citizens ko aab illegal activities report karna hoga.,non-sarcastic
Tree cutting ko minimize kerna possible hai agar planning sahi ho.,non-sarcastic
Environmental audits regularly hone chahiye.,non-sarcastic
Ecosystem damage recover karna mushkil hota hai.,non-sarcastic
Policy makers ko scientific advice follow karni chahiye aab.,non-sarcastic
Natural resources responsibly use karne chai=hiye.,non-sarcastic
Aravali hills ko protect karna hum sab ki collective duty hai.,non-sarcastic
"Wah kya movie thi, interval tak hi patience test ho gaya!",sarcastic
Story itni unpredictable thi ki kuch samajh hi nahi aaya.,sarcastic
Director ne logic ko optional subject bana diya.,sarcastic
Hero ki entry pe physics ne resign kar diya.,sarcastic
Script shayad WhatsApp forward se likhi thi.,sarcastic
Action scenes dekh ke gravity bhi confuse ho gayi.,sarcastic
Itna slow screenplay tha ki buffering yaad aa gayi.,sarcastic
Background music hi real hero tha shayad.,sarcastic
Dialogues sun ke laga meme material mil gaya phir seh.,sarcastic
Plot twist aisa tha ki audience hi twist ho gayi.,sarcastic
Trailer me hi sab best parts dikha diye the.,sarcastic
Editing ne bhi give up kar diya lagta hai.,sarcastic
Hero ka confidence dekh ke NASA contact karna chahiye.,sarcastic
3 ghante ka motivational session lag raha tha.,sarcastic
Villain ka plan bhi PoerPoint level ka tha.,sarcastic
"Cinematography achi thi, bas story missing thi.",sarcastic
Movie dekh ke lagta hai paisa investment tha ya donation.,sarcastic
Actor toh actress ke father ke age ka lag raha tha.,sarcastic
Acting me overconfidence ki dhara beh rahi thi.,sarcastic
Climax mai logic pura vacation peh tha.,sarcastic
Ye movie soft-hearted logo ke liye harmful hai!,sarcastic
Hero ki powers dekh ke Avengers bhi retire ho jaye.,sarcastic
Emotional scene mai bhi log has rahe the.,sarcastic
Director ne creativity ko experimental bana diya.,sarcastic
Ye movie nahi endurance challenge tha.,sarcastic
Script writer ko bhi shock laga hoga result dekh ke!,sarcastic
Itna build-up aur playoff zero!!,sarcastic
Dialogue delivery me volume hi acting thi.,sarcastic
CGI dekh ke 2005 yaad aa gaya.,sarcastic
Itna achi movie thi ki interval ke baad audience half ho gai thi.,sarcastic
Realistic cinema ka matlab kaafi ache she yaad tha inko issliye toh animation hi animation dikh raha tha pure time.,sarcastic
Hero har scene me slow motion me hi kyu tha?,sarcastic
Story ka direction google maps bhi nahi dhundh sakta.,sarcastic
Villain ka character development kerna shayad bhul gaye producers aur directors…,sarcastic
Movie dekh ke laga trailer hi repeat kar dete.,sarcastic
Climax me sab kuch magically all of a sudden solve ho gaya!,sarcastic
"Public review dekh ke curiosity hui thi, ab regret ho raha hai.",sarcastic
"Theatre se nikalte hi sab chup the, samajh jao.",sarcastic
Emotional depth sirf background music me thi.,sarcastic
Ye movie dekhne ke baad thoda break lena padega.,sarcastic
Action itna exaggerated tha ki cartoon yaad aa gyaa.,sarcastic
"Storyline straight thi, bas audience ka interest curved ho gaya.",sarcastic
Hero ko har scene mai slow clap milna chahiye.,sarcastic
Plot holes itne the ki Swiss cheese jealous ho jaye.,sarcastic
Supporting actors better the than main story.,sarcastic
Dialogue writer ko meme page start karna chahiye.,sarcastic
Movie dekh ke expectations permanently low ho gayi.,sarcastic
Screenplay ka GPS off tha pure time.,sarcastic
Director ne confidence me experiment thoda zyada kar diya.,sarcastic
Dhurandhar dekh ke samjha ki patience bhi ek superpower hai.,sarcastic
Dhurandhar ka action sequence genuinely impressive tha.,non-sarcastic
Hero ki screen presence kaafi strong thi.,non-sarcastic
Cinematography visually appealing thi.,non-sarcastic
Background music scenes ko accha support kar raha tha.,non-sarcastic
Story simple thi lekin engaging thi.,non-sarcastic
Climax ka build-up kaafi intense tha.,non-sarcastic
Emotional scenes me actors ne achha perform kiya.,non-sarcastic
Overall movie entertaining lagi.,non-sarcastic
Interval tak story acchi pace me chal rahi thi.,non-sarcastic
Supporting cast ne bhi solid performance diya.,non-sarcastic
Dhurandhar ke dialogues kaafi impactful the.,non-sarcastic
Action choreography iss movie me aachi tareh she execute hui hai.,non-sarcastic
Theatre experience worth it tha.,non-sarcastic
Director ka vision clear tha,non-sarcastic
sabko ye movie ek baar toh dekhni hi chaiye.,non-sarcastic
Iss movie mai patriotism ko express kiya gaya hai.,non-sarcastic
Movie ko dekh ke laga ki secret agents ka kaam itna tough hota hai.,non-sarcastic
Action lovers ko ye movie bohot pasand aayegi.,non-sarcastic
Violence kuch zyada hai in this movie.,non-sarcastic
Family ke sath dekhne layakh movie hai.,non-sarcastic
Interval ke baad bhi interest bana raha.,non-sarcastic
Visual effects decent the.,non-sarcastic
kaafi strong strong actors hai iss movie me.,non-sarcastic
Ranvir Singh ko perfect role mili thi iss movie me.,non-sarcastic
Akshay Khanna ne kaafi aacha comeback kiya.,non-sarcastic
Akshay Khanna ka wo entry dance step aab toh kaafi famous ho gaya hai.,non-sarcastic
I am waiting for Sanjju Baba ki entry.,non-sarcastic
"Akshay khanna ki acting amazing hai, but usne zyada movies me acting nahi ki hai.",non-sarcastic
Ranvir Singh ne Padmavat she bhi better acting ki hai Dhurandhar mai.,non-sarcastic
Iss movie ke saree songs mast hai.,non-sarcastic
Gehra hua song of Dhurardhar is my recent favorite.,non-sarcastic
Overall paisa vasool experience laga bhai mujhe toh.,non-sarcastic
Storyline kaafi easy to follow thi.,non-sarcastic
Har character ka introduction kaafi strong tha.,non-sarcastic
Movie ka scale kaafi grand hai.,non-sarcastic
Movie ne toh box office mai kamal kar diya hai.,non-sarcastic
"Shararat song toh excellent hai Dhurandhar movie ki, aur uski choreography bhi.",non-sarcastic
Ranvir Singh ki strong acting skills kaafi dino baad dubara dekhne ko mili.,non-sarcastic
Theatre toh housefull thi iss movie ke liye.,non-sarcastic
Audience me kaafi craze dikha Theatre se nikalne ke baad.,non-sarcastic
Dhurandhar ke second part ke liye sab abhi she crazy ho rahe hai.,non-sarcastic
Hero aur heroin ki chemistry was superb!,non-sarcastic
I loved how this movie is showing reality of Pakistan ka condition.,non-sarcastic
Iss movie me shayad real life based events dikhaye gaye hai.,non-sarcastic
Part 2 ke liye sab eagerly wait ker rahe hai.,non-sarcastic
I think Deepika honi chahiye thi lead actress iss movie me.,non-sarcastic
Action aur drama ka kaafi sahi balance dikha.,non-sarcastic
Ranvir Singh ki acting kaafi consistent aur achi hai.,non-sarcastic
Pata nahi aab part 2 mai kya surprises hai hamare liye.,non-sarcastic
Mujhe toh pure time movie ne engage kerke rakha.,non-sarcastic
"Bhai kya cinematic universe bana diya,  logic ko cameo bhi nahi mila.",sarcastic
Hero entry pe theatre hil gaya….story wahan hi gir gayi.,sarcastic
Matlab physics ko suspend kar diya shooting ke time?,sarcastic
Screenplay aisa jaise kisi ne fast-forward aur rewind mix kar diya.,sarcastic
"Climax dekh ke laga ""bas itna hi tha?""",sarcastic
Dialogues sunke meme pages khush ho gaye honge.,sarcastic
"Acting thodi zyada hi energetic thi, subtlety chutti pe thi.",sarcastic
Trailer ne overpromise kar diya tha clearly.,sarcastic
"Emotional scene me bhi goosebumps nahi, bas confusion mila.",sarcastic
Ye mass movie thi ya motivational seminar?,sarcastic
Villain ka plan dekh ke laga intern ne likha hai.,sarcastic
Itna slow motion tha ki laga buffering chal rahi hai.,sarcastic
CGI ne nosralgia de idya early 2000s ka.,sarcastic
"Hero ko har cheez aati hai, bas story handle nahi hui.",sarcastic
3 ghante ka confidence workshop attend ker liya!,sarcastic
Background music hi sab emotions carry kar raha tha.,sarcastic
Plot holes the swiss cheese insecure ho gai.,sarcastic
Interval ke baad audience bhi interval pe hi reh gayi.,sarcastic
Director ne experiment kiya….audience pe.,sarcastic
"Script writer ne ""YOLO"" bolke likha hoga.",sarcastic
Theatre se nikale aur sabka facial expression.,sarcastic
Action scenes me gravity ne resign de di.,sarcastic
Hero ka slow clap moment har 10 min mai aa raha tha.,sarcastic
Storyline google maps me bhi trace nahi ho pa rahi thi!,sarcastic
Dhurandhar dekh ke patience skill upgrade ho gaya.,sarcastic
Bhai hero ko sab aata hai…..bas script samajh nahi aayi.,sarcastic
Matlab entry scene pe hi climax energy de di?,sarcastic
Story itni layered thi ki layer mil hi nahi rahi.,sarcastic
Action dekh ke laga cartoon network collab hai.,sarcastic
"Emotional scene me bhi ""skip intro"" feel aa raha tha.",sarcastic
Ye movie dekh ke samajha confidence kya hota hai.,sarcastic
Hero ka luck dekh ke lottery wale inspire ho jaayein.,sarcastic
Screenplay ko thoda direction mil jata toh accha hota!,sarcastic
Theatre me log silent the….respect ya shock pata nahi.,sarcastic
Itna hype bana ke ye deliver kiya? Wah marketing team.!,sarcastic
Physics aur logic dono ne leave apply kar diya.,sarcastic
Dialogues itne loud the ki subtitles ki zarurat nahi.,sarcastic
Hero har frame me slow motion me hi rehta hai kya?,sarcastic
Climax solve ho gaya 2 mintue me…convenience level max.,sarcastic
CGI ka confidence real life se zyada strong tha.,sarcastic
"Story predictable thi, bas accept karne me time laga.",sarcastic
Movie ka pace kabhi sprint kabhi coma mode!,sarcastic
Hero ka hairstyle bhi permanent tha fight ke baad tak!!,sarcastic
Ye action movie thi ya superhero origin story?!?,sarcastic
Supporting cast better perform kar rahi thi than plot.,sarcastic
"Director ne clearly bola hoga ""logic baad me dekhte hain.""",sarcastic
"Mass moments har 5 mintue me daal do, story optional!",sarcastic
Interval ke baad energy drop aisa jaise loo lag gai ho sabko.,sarcastic
Movie khatan hote hi sabko nind aa gai!,sarcastic
Dhunrandhar dekh ke laga patience ka exam clear ho gya!,sarcastic
"Honestly speaking, movie ka scale kaafi bada laga.",non-sarcastic
"Action choreography well executed thi, especially second half me.",non-sarcastic
Hero ka screen presence noticeable tha throughout.,non-sarcastic
Background score ne kaafi scenes uplift kiye.,non-sarcastic
Climax ka intensity level good tha.,non-sarcastic
Commercial entertainer ke hisaab se decent package hai.,non-sarcastic
Emotional beats kuch jagah genuinely connect hue.,non-sarcastic
Visuals aur cinematography impressive lage.,non-sarcastic
Interval twist engaging tha.,non-sarcastic
